row_number,title,detail_url,resource_id,contracting_authority,info,date_published,submission_deadline,procedure,status,notice_pdf_url,award_date,estimated_value,cycle
953,Single party framework agreement for the supply of high quality Art and Design Kits for ATU Students.,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5158645,5158645,Atlantic Technological University,,Mon Feb 24 19:31:09 GMT 2025,Fri Mar 21 13:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5158645,,,1
954,"Dublin City Council Single Party Framework Agreement for Supply, Installation, Termination, Testing, and Commissioning of Fibre Optic Cable",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5133939,5133939,Dublin City Council,,Mon Feb 24 14:38:10 GMT 2025,Wed Apr 09 12:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5133939,,4000000.0,1
955,Single Supplier Framework - Dog Fouling related Supplies,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5171738,5171738,Clare County Council,,Mon Feb 24 10:46:35 GMT 2025,Mon Mar 24 12:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5171738,,60000.0,1
956,The Provision of Training Services in Engineering and Renewable Energy to Laois and Offaly Education and Training Board,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5158232,5158232,Laois and Offaly Education and Training Board (Offaly),,Mon Feb 24 07:52:39 GMT 2025,Mon Mar 31 00:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5158232,,2700000.0,1
957,Multi Supplier Framework Agreement for the provision of Occupational Health Services to the Public Sector THR074F,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5161474,5161474,The Office of Government Procurement,,Mon Feb 24 07:52:29 GMT 2025,Fri Apr 04 13:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5161474,,2.165E7,1
958,Multi Supplier Framework Agreement for Building Surveying Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5157624,5157624,Housing and Sustainable Communities Agency,,Mon Feb 24 07:52:21 GMT 2025,Mon Mar 31 15:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5157624,,3600000.0,1
959,Chief Information Officer (CISO) as a Service and Associated Cyber Security Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5144870,5144870,IDA Ireland,,Mon Feb 24 07:50:58 GMT 2025,Fri Mar 28 12:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5144870,,800000.0,1
960,"Dynamic Purchasing System (DPS) Invitation for the provision of Cardiology, Interventional Cardiology, Interventional Radiology, Vascular, to include all related consumables HSE Ref 16762/23900",https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=5142480,5142480,Health Service Executive (HSE),,Mon Feb 24 07:50:38 GMT 2025,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5142480,,2.16E8,1
961,Re-Tender: Provision of Certification Related Training Services to the Arborist Apprenticeship,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5152933,5152933,Galway Roscommon Education and Training Board_92189,,Fri Feb 21 07:52:28 GMT 2025,Fri Apr 04 12:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5152933,,800000.0,1
962,ComReg T20327. Request for Tenders(RFT) to establish a Multi Supplier Framework Agreement for the provision of Services to support a review of competition in the market to the ComReg,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5001903,5001903,Commission for Communications Regulation,,Fri Feb 21 07:51:58 GMT 2025,Wed Mar 26 17:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5001903,,,1
963,The Provision of Tower Crane and related Construction Skills Certification Scheme (CSCS) Training,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5159887,5159887,Laois and Offaly Education and Training Board (Offaly),,Thu Feb 20 15:51:01 GMT 2025,Thu Mar 13 12:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5159887,,150000.0,1
964,Delivery of an Accredited Programme in Organisational Behaviour,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5146732,5146732,IFS Skillnet,,Wed Feb 19 12:24:19 GMT 2025,Wed Mar 19 12:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5146732,,220000.0,1
965,Single Framework for the Provision of Photography Services for Leopardstown Club Ltd,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5139180,5139180,Horse Racing Ireland (HRI),,Tue Feb 18 13:14:12 GMT 2025,Wed Mar 19 12:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5139180,,100000.0,1
966,2025 01 Single Supplier Framework Agreement for the Provision of Graduation and Robing Services to LMETB,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5124981,5124981,Louth and Meath Education and Training Board 1384,,Fri Feb 14 14:16:08 GMT 2025,Fri Mar 07 12:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5124981,,100000.0,1
967,Provision of Editing Services to SEAI,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=4968996,4968996,Sustainable Energy Authority of Ireland,,Fri Feb 14 12:49:12 GMT 2025,Thu Mar 20 12:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=4968996,,120000.0,1
968,DPSQ for the Provision of Ophthalmology Equipment(CANCELLED),https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=5123594,5123594,Health Service Executive (HSE),,Fri Feb 14 12:48:43 GMT 2025,,Dynamic Purchasing System,Established,,,6000000.0,1
969,HSE 16884 DPSQ for the Provision of Ophthalmology Equipment,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=5123625,5123625,Health Service Executive (HSE),,Fri Feb 14 12:30:32 GMT 2025,,Dynamic Purchasing System,Established,,,6000000.0,1
970,Tender for Provision of Event Related Technical Supervisory Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5112357,5112357,Office of Public Works (OPW),,Fri Feb 14 08:11:04 GMT 2025,Tue Mar 18 12:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5112357,,1000000.0,1
971,DPS Invitation for Orthotic Products and Services HSE 21102,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=5110574,5110574,Health Service Executive (HSE),,Fri Feb 14 08:10:40 GMT 2025,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5110574,,5.0E7,1
972,"Supply and Delivery of DIY Artificial Insemination, Practical Animal Ultrasound Scanning with and without the use of Artificial Intelligence and Postpartum Management and Disease Prevention Training",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5109923,5109923,Laois and Offaly Education and Training Board (Offaly),,Fri Feb 14 08:10:28 GMT 2025,Fri Mar 14 12:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5109923,,6137000.0,1
973,2023/14 Re Advertisement for the provision of Erasmus Project Hosting Organisations Year 3,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5112302,5112302,Louth and Meath Education and Training Board 1384,,Fri Feb 14 08:01:34 GMT 2025,Tue Feb 10 12:00:00 GMT 2026,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5112302,,700000.0,1
974,FWF035F Single Supplier Framework Agreement for the provision of Confidential Shredding Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5092015,5092015,The Office of Government Procurement,,Fri Feb 14 08:01:29 GMT 2025,Fri Mar 21 12:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5092015,,7000000.0,1
975,"The provision of Mechanical, Electrical and Related Maintenance Services for LWETB",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5111147,5111147,Longford and Westmeath Education and Training Board,,Fri Feb 14 08:01:04 GMT 2025,Tue Mar 18 14:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5111147,,1500000.0,1
976,"The Preparation and Provision of Training Services in Professional Hoof Trimming, Animal Welfare/ Husbandry and Sustainable Carbon Reduction in three (3) Lots to Laois and Offaly ETB",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5108216,5108216,Laois and Offaly Education and Training Board (Offaly),,Fri Feb 14 08:01:02 GMT 2025,Fri Mar 14 12:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5108216,,2700000.0,1
977,Single Party Framework Agreement for the Supply of Wood Manufacturing and Finishing Machines for Waterford and Wexford Education and Training Board,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5111199,5111199,Waterford and Wexford Education and Training Board_110494,,Thu Feb 13 13:05:10 GMT 2025,Thu Mar 06 13:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5111199,,120000.0,1
978,CIP -Single Party Framework Agreement for Quantity Surveying Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5093425,5093425,Clúid Housing Association,,Thu Feb 13 07:52:12 GMT 2025,Fri Mar 14 12:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5093425,,300000.0,1
979,Panel Membership for Provision of Suitable Sites for Adventure Trips for LCETB Students,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5112870,5112870,Limerick and Clare Education and Training Board,,Wed Feb 12 18:01:20 GMT 2025,Tue Feb 10 12:00:00 GMT 2026,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5112870,,300000.0,1
980,Single Party Framework Agreement for the provision of Vehicle Fleet Management Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5112788,5112788,The Rehab Group,,Wed Feb 12 17:02:26 GMT 2025,Fri Mar 21 12:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5112788,,160000.0,1
981,Asbestos Surveys (MAS and RDAS) Limerick City and County Council 2025,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5104358,5104358,Limerick City and County Council_103432,,Wed Feb 12 15:52:57 GMT 2025,Wed Mar 19 17:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5104358,,,1
982,2024 73 Multi Supplier FWA for the Supply and Delivery of Beauty Products in 2 Lots for LMETB,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5109203,5109203,Louth and Meath Education and Training Board 1384,,Wed Feb 12 13:12:57 GMT 2025,Fri Mar 07 12:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5109203,,221000.0,1
983,Request for Tenders for the provision of a Multi-Supplier Framework Agreement for CCTV Equipment and CCTV Equipment Servicing,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5098618,5098618,Co-operative Housing Ireland,,Wed Feb 12 08:00:31 GMT 2025,Wed Apr 02 12:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5098618,,1000000.0,1
984,Multi-Party Framework Agreement for The Supply and Delivery of Wood Materials and Consumables in Two (2) Lots to Cork Education and Training Board,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5078118,5078118,Cork Education and Training Board,,Wed Feb 12 07:51:59 GMT 2025,Mon Mar 24 14:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5078118,,,1
985,Qualification System for National Shared Micromobility Schemes,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=5093914,5093914,National Transport Authority_1149,,Wed Feb 12 07:50:26 GMT 2025,,Qualification System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5093914,,,1
986,TII453 Transport Planning Framework,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5029884,5029884,Transport Infrastructure Ireland (TII),,Tue Feb 11 07:50:48 GMT 2025,Fri Apr 04 11:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5029884,,2.0E7,1
987,Dynamic Purchasing System for the provision of Short-Term Contracted Veterinary Services,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=5034559,5034559,Department of Agriculture Food and the Marine,,Tue Feb 11 07:50:19 GMT 2025,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5034559,,2.0E7,1
988,The provision of event management support services to the Environmental Protection Agency (EPA),https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5082402,5082402,Environmental Protection Agency,,Mon Feb 10 07:52:02 GMT 2025,Mon Mar 10 13:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5082402,,1400000.0,1
989,EM 06/24 Wind Turbine Supply Qualification System (TSA),https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=3774916,3774916,Bord na Móna PLC,,Mon Feb 10 07:51:45 GMT 2025,,Qualification System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=3774916,,,1
990,2024 23 Multi Supplier Framework Agreement for the Supply and Delivery of School Journals to LMETB,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5083462,5083462,Louth and Meath Education and Training Board 1384,,Mon Feb 10 07:51:38 GMT 2025,Mon Mar 10 12:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5083462,,700000.0,1
991,The Recruitment of agency services to supply fixed term and temporary agency staff for Dublin and Dún Laoghaire Education Training Board,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5081639,5081639,Dublin and Dun Laoghaire Education and Training Board,,Mon Feb 10 07:51:33 GMT 2025,Wed Mar 19 12:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5081639,,,1
992,Multi-Party Framework Agreement for the provision of access to electronic research/bibliographic databases to the Institute of Public Administration,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5082488,5082488,Institute of Public Administration_299,,Mon Feb 10 07:51:02 GMT 2025,Mon Mar 10 12:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5082488,,400000.0,1
993,Multi Party Framework for the Provision of External Advisory and Advocacy Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5069617,5069617,Shannon Foynes Port Company,,Fri Feb 07 07:52:23 GMT 2025,Thu Mar 20 12:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5069617,,,1
994,FCC/024/24 SPFA for the design supply installation commissioning and maintenance of My Open Library automation with an initial contract at Donabate Library Donabate Co Dublin for Fingal County Council,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5074713,5074713,Fingal County Council_371,,Fri Feb 07 07:52:09 GMT 2025,Mon Mar 10 12:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5074713,,2000000.0,1
995,Dublin City Council Multi-Operative Framework Agreement for a Governance and Continuous Improvement Service Provider,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5057473,5057473,Dublin City Council,,Fri Feb 07 07:51:50 GMT 2025,Mon Mar 10 12:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5057473,,120000.0,1
996,Provision of a Multi Supplier Framework Agreement for Graphic Design Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5069135,5069135,Housing and Sustainable Communities Agency,,Fri Feb 07 07:51:26 GMT 2025,Fri Mar 14 15:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5069135,,250000.0,1
997,HR/2025/01 The Fáilte Way of Project Management,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5074100,5074100,Fáilte Ireland-National Tourism Development Authority,,Thu Feb 06 16:41:20 GMT 2025,Thu Feb 27 12:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5074100,,200000.0,1
